client,flv_ok,bytes,duration_seconds,err
222,true,3193289,10.004,""
223,true,3292228,10.090,""
224,true,3292228,10.035,""
225,true,3246718,10.003,""
226,true,3127865,10.069,""
227,true,1892784,9.999,""
228,true,3292228,10.082,""
229,true,3292228,10.064,""
230,true,3292228,10.082,""
231,true,3292228,10.071,""
232,true,3292228,10.069,""
233,true,2869013,10.135,""
234,true,3292228,10.082,""
235,true,3184278,10.014,""
236,true,3292228,10.034,""
237,true,3292228,10.022,""
238,true,2995458,10.134,""
239,true,3292228,10.082,""
240,true,3292228,10.050,""
241,true,2956890,9.997,""
242,true,3170188,9.995,""
243,true,3292228,10.025,""
244,true,3292228,10.082,""
245,true,2618599,10.021,""
246,true,642145,9.406,"unexpected EOF"
247,true,3292228,10.069,""
248,true,3013495,10.317,""
249,true,3292228,10.081,""
250,true,1179328,10.025,""
251,true,3114319,10.203,""
252,true,3292228,10.042,""
253,true,3292228,10.040,""
254,true,3292228,10.112,""
255,true,3292228,10.109,""
256,true,3292228,10.034,""
257,true,3114319,10.023,""
258,true,3292228,10.048,""
259,true,3292228,10.025,""
260,true,3292228,10.068,""
261,true,2995458,10.002,""
262,true,3114319,10.119,""
263,true,3292228,10.048,""
264,true,3292228,10.117,""
265,true,3292228,10.065,""
266,true,3292228,10.113,""
267,true,3292228,10.108,""
268,true,3114319,10.108,""
269,true,3292228,10.082,""
270,true,3292228,10.025,""
271,true,3292228,10.081,""
272,true,3292228,10.167,""
273,true,3292228,10.071,""
274,true,2643743,10.004,""
275,true,2884085,10.488,""
276,true,3292228,10.104,""
277,true,3292228,10.049,""
278,true,3292228,10.031,""
279,true,3114319,10.125,""
280,true,3292228,10.034,""
281,true,2884085,10.001,""
282,true,3292228,10.069,""
283,true,3231951,10.010,""
284,true,3292228,10.112,""
285,true,3292228,10.028,""
286,true,3292228,10.044,""
287,true,3292228,10.082,""
288,true,3292228,10.021,""
289,true,3292228,10.042,""
290,true,3114319,10.185,""
291,true,3292228,10.082,""
292,true,3292228,10.070,""
293,true,3292228,10.039,""
294,true,3292228,10.049,""
295,true,3292228,10.118,""
296,true,3203010,10.026,""
297,true,3292228,10.071,""
298,true,3292228,10.082,""
299,true,3292228,10.082,""
300,true,3114319,9.999,""
301,true,3292228,10.041,""
302,true,3292228,10.051,""
303,true,3292228,10.034,""
304,true,3292228,10.111,""
305,true,2536910,10.100,""
306,true,3292228,10.026,""
307,true,2735020,10.120,""
308,true,3292228,10.108,""
309,true,2833571,10.605,""
310,true,3292228,10.082,""
311,true,3292228,10.053,""
312,true,3292228,10.069,""
313,true,3292228,10.048,""
314,true,3292228,10.122,""
315,true,2702189,10.051,""
316,true,3127865,10.115,""
317,true,3127865,10.031,""
318,true,3231951,10.117,""
319,true,3292228,10.026,""
320,true,3292228,10.068,""
321,true,3170188,10.021,""
322,true,3292228,10.068,""
323,true,3292228,10.037,""
324,true,3292228,10.044,""
325,true,3292228,10.108,""
326,true,3292228,10.197,""
327,true,3292228,10.020,""
328,true,3292228,10.035,""
329,true,3292228,10.112,""
330,true,3292228,10.061,""
331,true,1483250,10.317,""
332,true,3292228,10.069,""
333,true,2980728,10.389,""
334,true,3292228,10.113,""
335,true,3246718,10.021,""
336,true,1664476,10.014,""
337,true,3292228,10.066,""
338,true,3292228,10.092,""
339,true,3292228,10.114,""
340,true,3292228,10.091,""
341,true,3292228,10.029,""
342,true,3292228,10.117,""
343,true,3292228,10.070,""
344,true,1874722,10.083,""
345,true,3292228,10.083,""
346,true,892429,10.243,""
347,true,2995458,10.113,""
348,true,3292228,10.031,""
349,true,2926601,10.419,""
350,true,3292228,10.069,""
351,true,3292228,10.100,""
352,true,3292228,10.023,""
353,true,3292228,10.021,""
354,true,3114319,10.367,""
355,true,3292228,10.042,""
356,true,3292228,10.071,""
357,true,2869013,10.803,""
358,true,3292228,10.026,""
359,true,3292228,10.071,""
360,true,2559716,11.400,""
361,true,3292228,10.093,""
362,true,3292228,10.070,""
363,true,3292228,10.029,""
364,true,3292228,10.031,""
365,true,3292228,10.034,""
366,true,3292228,10.048,""
367,true,3292228,10.044,""
368,true,1935930,10.028,""
369,true,3292228,10.065,""
370,true,3292228,10.048,""
371,true,3292228,10.082,""
372,true,3292228,10.048,""
373,true,3292228,10.064,""
374,true,3292228,10.026,""
375,true,3292228,10.083,""
376,true,3292228,10.095,""
377,true,3246718,10.000,""
378,true,3114319,10.488,""
379,true,3292228,10.049,""
380,true,3292228,10.111,""
381,true,3292228,10.030,""
382,true,3114319,10.109,""
383,true,3292228,10.083,""
384,true,3292228,10.066,""
385,true,3292228,10.021,""
386,true,3292228,10.170,""
387,true,3292228,10.049,""
388,true,2657227,10.005,""
389,true,3292228,10.071,""
390,true,3170188,10.023,""
391,true,2262651,10.092,""
392,true,3246718,10.003,""
393,true,3292228,10.122,""
394,true,3292228,10.023,""
395,true,3292228,10.065,""
396,true,3246718,10.021,""
397,true,3292228,10.071,""
398,true,3292228,10.070,""
399,true,3292228,10.034,""
400,true,3246718,9.997,""
401,true,3292228,10.028,""
402,true,3292228,10.108,""
403,true,3292228,10.064,""
404,true,3114319,10.351,""
405,true,3292228,10.095,""
406,true,3038807,9.996,""
407,true,3246718,10.002,""
408,true,3203010,10.012,""
409,true,3292228,10.028,""
410,true,3292228,10.053,""
411,true,2308122,10.107,""
412,true,3114319,9.997,""
413,true,3292228,10.083,""
414,true,3292228,10.027,""
415,true,3266113,10.011,""
416,true,3292228,10.070,""
417,true,3184278,9.996,""
418,true,3114319,10.490,""
419,true,3292228,10.117,""
420,true,3292228,10.094,""
421,true,2980728,10.119,""
422,true,3292228,10.114,""
423,true,3292228,10.168,""
424,true,2325622,9.995,""
425,true,2811462,10.115,""
426,true,2811462,10.111,""
427,true,3292228,10.040,""
428,true,3292228,10.123,""
429,true,2428808,10.092,""
430,true,3292228,10.105,""
431,true,3292228,10.031,""
432,true,3292228,10.029,""
433,true,3292228,10.072,""
434,true,3292228,10.030,""
435,true,3292228,10.084,""
436,true,3292228,10.109,""
437,true,3231951,10.007,""
438,true,3266113,10.014,""
439,true,3292228,10.052,""
440,true,3127865,10.108,""
441,true,3184278,10.007,""
442,true,3292228,10.091,""
443,true,3292228,10.166,""
444,true,3246718,10.000,""
